timedelta,symbol,commence
{Timedelta('0 days 10:00:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 15, 2, 30, 22)}"
{Timedelta('0 days 05:25:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 29, 0, 47, 53)}"
{Timedelta('0 days 00:30:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 5, 9, 8, 57)}"
{Timedelta('0 days 06:04:00')},{'AUCTION-USD'},"{datetime.datetime(2024, 5, 20, 7, 45, 12)}"
{Timedelta('1 days 08:35:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 4, 22, 10, 58)}"
{Timedelta('0 days 12:55:00')},{'GAL-USD'},"{datetime.datetime(2024, 5, 11, 17, 8, 27)}"
{Timedelta('0 days 02:05:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 14, 23, 7, 42)}"
{Timedelta('0 days 03:45:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 26, 11, 43, 7)}"
{Timedelta('0 days 05:10:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 24, 23, 54, 16)}"
{Timedelta('0 days 11:09:00')},{'BLUR-USD'},"{datetime.datetime(2024, 5, 18, 15, 57, 8)}"
{Timedelta('2 days 08:31:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 18, 15, 56, 44)}"
{Timedelta('0 days 12:41:00')},{'FIL-USD'},"{datetime.datetime(2024, 5, 5, 18, 22, 28)}"
{Timedelta('0 days 00:55:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 23, 23, 54, 52)}"
{Timedelta('0 days 02:29:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 21, 21, 46, 40)}"
{Timedelta('0 days 05:45:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 5, 9, 9, 29)}"
{Timedelta('0 days 01:37:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 13, 22, 57, 19)}"
{Timedelta('3 days 04:55:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 21, 20, 19, 39)}"
{Timedelta('0 days 01:50:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 25, 3, 7, 14)}"
{Timedelta('1 days 23:30:00')},{'LIT-USD'},"{datetime.datetime(2024, 5, 13, 16, 3, 36)}"
{Timedelta('0 days 02:23:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 25, 1, 7, 32)}"
{Timedelta('2 days 06:17:00')},{'EGLD-USD'},"{datetime.datetime(2024, 5, 18, 16, 31, 51)}"
{Timedelta('1 days 13:01:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 23, 22, 17, 15)}"
{Timedelta('0 days 05:45:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 20, 9, 32, 6)}"
{Timedelta('0 days 03:10:00')},{'PERP-USD'},"{datetime.datetime(2024, 5, 14, 22, 54, 21)}"
{Timedelta('0 days 00:40:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 13, 18, 35, 8)}"
{Timedelta('0 days 03:32:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 5, 11, 52, 7)}"
{Timedelta('2 days 13:40:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 25, 2, 8, 5)}"
{Timedelta('0 days 01:05:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 11, 18, 23, 33)}"
{Timedelta('1 days 01:21:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 16, 9, 19, 38)}"
{Timedelta('4 days 01:05:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 5, 19, 31, 50)}"
{Timedelta('0 days 00:44:00')},{'KAVA-USD'},"{datetime.datetime(2024, 5, 24, 23, 29, 14)}"
{Timedelta('0 days 06:35:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 30, 7, 40, 36)}"
{Timedelta('0 days 02:45:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 5, 11, 0, 43)}"
{Timedelta('0 days 12:45:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 20, 6, 45, 27)}"
{Timedelta('0 days 07:25:00')},{'ARKM-USD'},"{datetime.datetime(2024, 5, 20, 8, 37, 37)}"
{Timedelta('0 days 00:35:00')},{'DIMO-USD'},"{datetime.datetime(2024, 5, 29, 1, 1, 19)}"
{Timedelta('0 days 11:05:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 5, 18, 21, 58)}"
{Timedelta('0 days 13:35:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 5, 9, 13, 42)}"
{Timedelta('0 days 18:40:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 11, 17, 58, 5)}"
{Timedelta('0 days 00:10:00')},{'RARE-USD'},"{datetime.datetime(2024, 5, 13, 17, 10, 33)}"
{Timedelta('0 days 05:58:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 14, 23, 15, 42)}"
{Timedelta('0 days 05:43:00')},{'BAT-USD'},"{datetime.datetime(2024, 5, 28, 23, 20, 36)}"
{Timedelta('1 days 05:50:00')},{'APT-USD'},"{datetime.datetime(2024, 5, 30, 7, 38, 9)}"
{Timedelta('0 days 04:28:00')},{'BAND-USD'},"{datetime.datetime(2024, 5, 14, 1, 5, 27)}"
{Timedelta('0 days 02:25:00')},{'FIDA-USD'},"{datetime.datetime(2024, 5, 14, 22, 50, 7)}"
{Timedelta('0 days 20:55:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 4, 22, 53, 50)}"
{Timedelta('1 days 06:41:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 16, 7, 45, 45)}"
{Timedelta('1 days 22:00:00')},{'METIS-USD'},"{datetime.datetime(2024, 5, 13, 17, 9, 53)}"
{Timedelta('0 days 05:12:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 18, 15, 57, 11)}"
{Timedelta('4 days 01:30:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 5, 19, 6, 2)}"
{Timedelta('0 days 21:20:00')},{'ILV-USD'},"{datetime.datetime(2024, 5, 11, 16, 49, 14)}"
{Timedelta('0 days 01:40:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 20, 6, 45, 24)}"
{Timedelta('1 days 00:21:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 16, 10, 16, 54)}"
{Timedelta('0 days 04:11:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 26, 11, 25, 21)}"
{Timedelta('2 days 18:35:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 21, 17, 42, 35)}"
{Timedelta('0 days 02:10:00')},{'APE-USD'},"{datetime.datetime(2024, 5, 23, 22, 11, 3)}"
{Timedelta('1 days 14:40:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 14, 1, 40, 18)}"
{Timedelta('0 days 02:27:00')},{'KSM-USD'},"{datetime.datetime(2024, 5, 18, 15, 54, 32)}"
{Timedelta('0 days 01:54:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 14, 22, 36, 46)}"
{Timedelta('0 days 00:15:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 5, 20, 10, 24)}"
{Timedelta('0 days 03:25:00')},{'TNSR-USD'},"{datetime.datetime(2024, 5, 14, 23, 19, 55)}"
{Timedelta('0 days 01:00:00')},{'DIMO-USD'},"{datetime.datetime(2024, 5, 14, 0, 29, 47)}"
{Timedelta('0 days 06:25:00')},{'VOXEL-USD'},"{datetime.datetime(2024, 5, 5, 8, 56, 6)}"
{Timedelta('0 days 01:22:00')},{'HNT-USD'},"{datetime.datetime(2024, 5, 30, 8, 29, 47)}"
{Timedelta('2 days 03:50:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 18, 16, 14, 43)}"
{Timedelta('1 days 07:25:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 19, 9, 21, 28)}"
{Timedelta('0 days 06:20:00')},{'NCT-USD'},"{datetime.datetime(2024, 5, 5, 9, 9, 4)}"
{Timedelta('0 days 05:00:00')},{'HOPR-USD'},"{datetime.datetime(2024, 5, 5, 19, 17, 33)}"
{Timedelta('0 days 00:35:00')},{'PERP-USD'},"{datetime.datetime(2024, 5, 21, 19, 54, 13)}"
{Timedelta('0 days 06:35:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 5, 9, 20, 59)}"
{Timedelta('1 days 14:52:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 11, 17, 47, 34)}"
{Timedelta('0 days 03:05:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 11, 21, 47, 43)}"
{Timedelta('0 days 11:05:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 13, 22, 57, 1)}"
{Timedelta('0 days 05:20:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 39)}"
{Timedelta('0 days 13:40:00')},{'ORCA-USD'},"{datetime.datetime(2024, 5, 5, 18, 41, 54)}"
{Timedelta('1 days 09:59:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 4, 21, 7, 58)}"
{Timedelta('0 days 11:35:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 15, 0, 55, 54)}"
{Timedelta('1 days 21:40:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 13, 16, 54, 6)}"
{Timedelta('1 days 15:20:00')},{'JASMY-USD'},"{datetime.datetime(2024, 5, 11, 16, 46, 56)}"
{Timedelta('0 days 13:40:00')},{'KNC-USD'},"{datetime.datetime(2024, 5, 5, 18, 25, 46)}"
{Timedelta('0 days 04:45:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 23, 22, 9, 59)}"
{Timedelta('3 days 23:29:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 11, 18, 57, 36)}"
{Timedelta('0 days 00:25:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 13, 6, 17, 15)}"
{Timedelta('0 days 05:00:00')},{'TNSR-USD'},"{datetime.datetime(2024, 5, 20, 10, 24, 42)}"
{Timedelta('0 days 00:40:00')},{'T-USD'},"{datetime.datetime(2024, 5, 20, 6, 52, 52)}"
{Timedelta('2 days 03:24:00')},{'ILV-USD'},"{datetime.datetime(2024, 5, 18, 15, 59, 19)}"
{Timedelta('0 days 01:21:00')},{'PERP-USD'},"{datetime.datetime(2024, 5, 25, 2, 31, 53)}"
{Timedelta('0 days 05:45:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 30, 6, 43, 9)}"
{Timedelta('0 days 02:25:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 5, 12, 24, 26)}"
{Timedelta('0 days 12:29:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 5, 18, 32, 42)}"
{Timedelta('0 days 01:55:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 23, 22, 27, 26)}"
{Timedelta('0 days 02:45:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 5, 20, 39, 26)}"
{Timedelta('0 days 09:40:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 15, 2, 53, 56)}"
{Timedelta('1 days 13:57:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 11, 19, 49, 5)}"
{Timedelta('0 days 01:09:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 21, 21, 39, 26)}"
{Timedelta('0 days 00:49:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 26, 14, 8, 4)}"
{Timedelta('0 days 01:15:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 5, 18, 33, 59)}"
{Timedelta('0 days 05:25:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 14, 22, 25, 30)}"
{Timedelta('0 days 03:00:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 11, 21, 32, 27)}"
{Timedelta('1 days 13:15:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 13, 23, 17, 59)}"
{Timedelta('0 days 10:35:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 5, 21, 2, 19)}"
{Timedelta('0 days 07:00:00')},{'ZETA-USD'},"{datetime.datetime(2024, 5, 25, 2, 59, 57)}"
{Timedelta('2 days 01:41:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 18, 17, 44, 18)}"
{Timedelta('0 days 20:20:00')},{'ABT-USD'},"{datetime.datetime(2024, 5, 5, 8, 52, 53)}"
{Timedelta('0 days 03:24:00')},{'SAND-USD'},"{datetime.datetime(2024, 5, 5, 21, 19, 48)}"
{Timedelta('0 days 05:06:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 5, 10, 26, 10)}"
{Timedelta('0 days 02:25:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 14, 23, 37, 16)}"
{Timedelta('0 days 03:36:00')},{'NKN-USD'},"{datetime.datetime(2024, 5, 14, 22, 27, 28)}"
{Timedelta('0 days 12:12:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 15, 0, 20, 9)}"
{Timedelta('0 days 01:35:00')},{'WAMPL-USD'},"{datetime.datetime(2024, 5, 11, 16, 47, 44)}"
{Timedelta('0 days 10:55:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 11, 18, 1, 51)}"
{Timedelta('0 days 01:35:00')},{'RPL-USD'},"{datetime.datetime(2024, 5, 25, 3, 2, 45)}"
{Timedelta('1 days 03:10:00')},{'WAMPL-USD'},"{datetime.datetime(2024, 5, 4, 23, 9, 5)}"
{Timedelta('0 days 10:35:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 18, 16, 27, 48)}"
{Timedelta('0 days 02:45:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 23, 23, 3, 52)}"
{Timedelta('0 days 18:45:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 11, 19, 28, 42)}"
{Timedelta('0 days 01:30:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 19, 12, 21, 51)}"
{Timedelta('0 days 20:55:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 11, 18, 30, 22)}"
{Timedelta('0 days 02:42:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 24, 23, 34, 4)}"
{Timedelta('2 days 16:30:00')},{'FOX-USD'},"{datetime.datetime(2024, 5, 5, 9, 50, 20)}"
{Timedelta('0 days 01:01:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 19, 9, 40, 53)}"
{Timedelta('0 days 03:20:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 20, 6, 49, 1)}"
{Timedelta('0 days 03:15:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 28, 23, 39, 31)}"
{Timedelta('0 days 03:24:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 14, 22, 51, 38)}"
{Timedelta('0 days 06:25:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 26, 12, 43, 12)}"
{Timedelta('0 days 01:05:00')},{'GAL-USD'},"{datetime.datetime(2024, 5, 16, 8, 18, 37)}"
{Timedelta('0 days 06:35:00')},{'PRIME-USD'},"{datetime.datetime(2024, 5, 13, 16, 2, 16)}"
{Timedelta('0 days 18:20:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 24, 0, 56, 34)}"
{Timedelta('0 days 03:18:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 14, 2, 34, 58)}"
{Timedelta('3 days 22:21:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 11, 19, 25, 50)}"
{Timedelta('0 days 01:55:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 5, 8, 6, 4)}"
{Timedelta('0 days 02:33:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 16, 19, 3, 29)}"
{Timedelta('0 days 03:02:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 30, 7, 46, 4)}"
{Timedelta('0 days 02:15:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 26, 11, 52, 59)}"
{Timedelta('0 days 04:15:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 30, 8, 30, 42)}"
{Timedelta('0 days 06:41:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 5, 9, 16, 57)}"
{Timedelta('0 days 18:25:00')},{'NCT-USD'},"{datetime.datetime(2024, 5, 4, 22, 30, 52)}"
{Timedelta('0 days 06:01:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 5, 18, 36, 5)}"
{Timedelta('0 days 06:30:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 30, 8, 50, 30)}"
{Timedelta('0 days 09:34:00')},{'UNI-USD'},"{datetime.datetime(2024, 5, 25, 1, 12, 4)}"
{Timedelta('1 days 03:30:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 19, 11, 44, 15)}"
{Timedelta('0 days 06:21:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 5, 19, 0, 40)}"
{Timedelta('0 days 11:21:00')},{'BAT-USD'},"{datetime.datetime(2024, 5, 14, 22, 27, 29)}"
{Timedelta('1 days 14:36:00')},{'SNX-USD'},"{datetime.datetime(2024, 5, 13, 21, 56, 6)}"
{Timedelta('0 days 03:53:00')},{'SAND-USD'},"{datetime.datetime(2024, 5, 5, 11, 20, 23)}"
{Timedelta('3 days 20:20:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 11, 19, 53, 44)}"
{Timedelta('0 days 21:02:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 25, 2, 10, 59)}"
{Timedelta('0 days 00:44:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 20, 9, 25, 1)}"
{Timedelta('1 days 05:37:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 16, 9, 40, 9)}"
{Timedelta('4 days 08:15:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 11, 18, 31, 54)}"
{Timedelta('1 days 07:18:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 19, 11, 21, 57)}"
{Timedelta('0 days 11:20:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 14, 22, 34, 18)}"
{Timedelta('0 days 00:35:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 24, 23, 23, 48)}"
{Timedelta('2 days 03:18:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 18, 16, 9, 27)}"
{Timedelta('0 days 05:45:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 20, 10, 24, 7)}"
{Timedelta('0 days 03:40:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 14, 22, 34, 11)}"
{Timedelta('0 days 02:00:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 20, 22, 11, 36)}"
{Timedelta('0 days 05:45:00')},{'MINA-USD'},"{datetime.datetime(2024, 5, 5, 18, 49)}"
{Timedelta('0 days 05:30:00')},{'INV-USD'},"{datetime.datetime(2024, 5, 4, 21, 5, 18)}"
{Timedelta('0 days 08:25:00')},{'LIT-USD'},"{datetime.datetime(2024, 5, 20, 7, 39, 31)}"
{Timedelta('0 days 15:50:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 5, 18, 3, 33)}"
{Timedelta('3 days 10:16:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 11, 18, 26, 16)}"
{Timedelta('0 days 06:45:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 5, 19, 17, 34)}"
{Timedelta('0 days 01:45:00')},{'MATH-USD'},"{datetime.datetime(2024, 5, 30, 16, 44, 13)}"
{Timedelta('1 days 07:50:00')},{'PUNDIX-USD'},"{datetime.datetime(2024, 5, 21, 16, 31)}"
{Timedelta('1 days 16:10:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 11, 19, 27, 23)}"
{Timedelta('0 days 01:44:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 15, 2, 0, 36)}"
{Timedelta('0 days 13:10:00')},{'KNC-USD'},"{datetime.datetime(2024, 5, 5, 19, 14, 54)}"
{Timedelta('0 days 01:40:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 30, 8, 46, 28)}"
{Timedelta('0 days 00:49:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 21, 19, 41, 30)}"
{Timedelta('0 days 07:35:00')},{'TNSR-USD'},"{datetime.datetime(2024, 5, 20, 9, 9, 29)}"
{Timedelta('0 days 13:45:00')},{'BONK-USD'},"{datetime.datetime(2024, 5, 26, 13, 6, 15)}"
{Timedelta('0 days 17:25:00')},{'MINA-USD'},"{datetime.datetime(2024, 5, 4, 21, 58, 23)}"
{Timedelta('0 days 08:19:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 5, 18, 5, 6)}"
{Timedelta('2 days 11:40:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 25, 3, 57, 42)}"
{Timedelta('0 days 22:36:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 16, 9, 18, 46)}"
{Timedelta('1 days 16:30:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 24, 1, 5, 43)}"
{Timedelta('0 days 22:40:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 14, 23, 45, 10)}"
{Timedelta('0 days 13:35:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 26, 12, 5, 11)}"
{Timedelta('0 days 00:05:00')},{'RARE-USD'},"{datetime.datetime(2024, 5, 13, 17, 15, 2)}"
{Timedelta('0 days 11:31:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 21, 22, 35, 35)}"
{Timedelta('0 days 04:00:00')},{'AVT-USD'},"{datetime.datetime(2024, 5, 23, 22, 51, 54)}"
{Timedelta('0 days 02:05:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 25, 2, 0, 59)}"
{Timedelta('0 days 02:54:00')},{'GNO-USD'},"{datetime.datetime(2024, 5, 24, 23, 21, 33)}"
{Timedelta('0 days 14:14:00')},{'ATOM-USD'},"{datetime.datetime(2024, 5, 14, 22, 22, 58)}"
{Timedelta('0 days 14:25:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 5, 18, 2, 55)}"
{Timedelta('0 days 05:45:00')},{'JASMY-USD'},"{datetime.datetime(2024, 5, 13, 18, 36, 32)}"
{Timedelta('2 days 02:58:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 18, 16, 52, 12)}"
{Timedelta('0 days 10:06:00')},{'MINA-USD'},"{datetime.datetime(2024, 5, 25, 3, 23, 4)}"
{Timedelta('0 days 06:12:00')},{'QNT-USD'},"{datetime.datetime(2024, 5, 19, 22, 33, 16)}"
{Timedelta('0 days 05:05:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 23, 23, 36, 6)}"
{Timedelta('0 days 02:28:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 23, 21, 53, 5)}"
{Timedelta('0 days 00:20:00')},{'ONDO-USD'},"{datetime.datetime(2024, 5, 23, 21, 12, 13)}"
{Timedelta('0 days 00:08:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 5, 11, 37, 24)}"
{Timedelta('1 days 08:40:00')},{'AVT-USD'},"{datetime.datetime(2024, 5, 19, 10, 0, 52)}"
{Timedelta('0 days 03:19:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 25, 2, 6, 11)}"
{Timedelta('0 days 08:25:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 5, 1, 13, 50)}"
{Timedelta('0 days 07:15:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 30, 6, 37, 36)}"
{Timedelta('0 days 05:10:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 5, 10, 8, 44)}"
{Timedelta('1 days 09:29:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 4, 21, 33, 58)}"
{Timedelta('0 days 07:12:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 20, 8, 14, 1)}"
{Timedelta('0 days 11:10:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 20, 6, 41, 27)}"
{Timedelta('0 days 09:25:00')},{'GNO-USD'},"{datetime.datetime(2024, 5, 4, 23, 26, 11)}"
{Timedelta('1 days 05:56:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 19, 10, 10, 22)}"
{Timedelta('0 days 04:45:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 5, 18, 45, 51)}"
{Timedelta('0 days 10:19:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 16, 8, 51, 42)}"
{Timedelta('0 days 06:10:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 5, 11, 24, 49)}"
{Timedelta('0 days 03:50:00')},{'TRU-USD'},"{datetime.datetime(2024, 5, 25, 1, 19, 48)}"
{Timedelta('3 days 21:15:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 18, 16, 22, 14)}"
{Timedelta('0 days 00:59:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 30, 15, 40, 39)}"
{Timedelta('0 days 04:45:00')},{'SEI-USD'},"{datetime.datetime(2024, 5, 14, 22, 48, 28)}"
{Timedelta('0 days 00:20:00')},{'CVC-USD'},"{datetime.datetime(2024, 5, 13, 16, 1, 53)}"
{Timedelta('3 days 21:50:00')},{'GAL-USD'},"{datetime.datetime(2024, 5, 12, 15, 57, 1)}"
{Timedelta('0 days 03:35:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 30, 9, 4, 1)}"
{Timedelta('0 days 00:31:00')},{'ABT-USD'},"{datetime.datetime(2024, 5, 19, 10, 37, 39)}"
{Timedelta('0 days 05:15:00')},{'ZETA-USD'},"{datetime.datetime(2024, 5, 5, 18, 4, 49)}"
{Timedelta('0 days 22:22:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 16, 8, 51, 26)}"
{Timedelta('0 days 04:55:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 13, 22, 25, 20)}"
{Timedelta('0 days 04:49:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 30, 7, 44, 23)}"
{Timedelta('0 days 06:18:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 5, 18, 25, 30)}"
{Timedelta('0 days 10:00:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 5, 20, 18, 2)}"
{Timedelta('0 days 00:40:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 21, 17, 2, 59)}"
{Timedelta('0 days 09:20:00')},{'T-USD'},"{datetime.datetime(2024, 5, 15, 0, 31, 38)}"
{Timedelta('0 days 00:40:00')},{'TRB-USD'},"{datetime.datetime(2024, 5, 11, 18, 50, 17)}"
{Timedelta('0 days 14:47:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 5, 0, 46, 32)}"
{Timedelta('0 days 00:25:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 12, 18, 1, 29)}"
{Timedelta('0 days 17:00:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 4, 21, 42, 12)}"
{Timedelta('0 days 06:10:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 11, 17, 57, 5)}"
{Timedelta('2 days 02:40:00')},{'OGN-USD'},"{datetime.datetime(2024, 5, 18, 16, 43, 27)}"
{Timedelta('0 days 01:06:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 19, 9, 34, 34)}"
{Timedelta('0 days 03:35:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 14, 22, 36, 34)}"
{Timedelta('1 days 00:20:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 16, 7, 54, 33)}"
{Timedelta('0 days 06:44:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 5, 9, 9, 6)}"
{Timedelta('1 days 06:35:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 16, 9, 16, 13)}"
{Timedelta('1 days 02:34:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 23, 22, 9, 59)}"
