,group,time,s_MP,change,type,p_MP,precursor_buy_cap_pct_change,precursor_ask_cap_pct_change,precursor_bid_vol_pct_change,precursor_ask_vol_pct_change,length,sum_change,max_surge_mp,min_surge_mp,max_precursor_mp,min_precursor_mp,area,surge_targets_met_pct,group,time,s_MP,change,type,p_MP,precursor_buy_cap_pct_change,precursor_ask_cap_pct_change,precursor_bid_vol_pct_change,precursor_ask_vol_pct_change,length,sum_change,max_surge_mp,min_surge_mp,max_precursor_mp,min_precursor_mp,area,surge_area,surge_targets_met_pct.1,label
21,44,1713952804713.0,1.9457,-0.002323346341949706,precursor,1.9393,0.04226579373881423,0.0001366462361704901,0.04494358291624856,0.004042583416375312,1,-0.002323346341949706,1.9457,1.9457,1.9393,1.9393,-0.002323346341949706,-0.32893046204450643,45,1713953236667.0,1.9405,0.00123198461530869,surge,1.9393,0.04226579373881423,0.0001366462361704901,0.04494358291624856,0.004042583416375312,1,0.00123198461530869,1.9405,1.9405,1.9393,1.9393,0.00123198461530869,0.00123198461530869,-0.06183973202782107,0
22,46,1713953626817.0,1.9405,-0.0005142466761071107,precursor,1.9438,0.03696639593981432,-0.0003011067649933974,0.034941882929778956,-0.006901486746517804,1,-0.0005142466761071107,1.9405,1.9405,1.9438,1.9438,-0.0005142466761071107,0.17005926307653083,47,1713953936088.0,1.9443,0.0012476438700309122,surge,1.9438,0.03696639593981432,-0.0003011067649933974,0.034941882929778956,-0.006901486746517804,4,0.010575131047649011,1.9649,1.9443,1.9438,1.9438,0.042300524190596045,0.042300524190596045,-1.0738459972517747,0
23,48,1713955658850.0,1.9649,-0.0005107852323648854,precursor,1.9579,0.0028686655089418256,-0.0006375067791134503,0.0041549597839070085,-0.020917020037758305,1,-0.0005107852323648854,1.9649,1.9649,1.9579,1.9579,-0.0005107852323648854,-0.356252226576422,49,1713956292145.0,1.9629,0.000981261834185232,surge,1.9579,0.0028686655089418256,-0.0006375067791134503,0.0041549597839070085,-0.020917020037758305,6,0.11221169200170375,2.1777,1.9577,1.9579,1.9579,0.6732701520102224,0.6732701520102224,-10.093217614914828,0
24,50,1713959020454.0,2.1777,-0.03297378390934509,precursor,2.1918,-0.055640810823240905,0.0002789791560198207,-0.0033149185759865363,0.05131208341131166,2,-0.053023550008232584,2.1777,2.1777,2.1918,2.047,-0.10604710001646517,0.6474721035955365,51,1713959969207.0,2.0798,0.0004807022359410773,surge,2.047,-0.055640810823240905,0.0002789791560198207,-0.0033149185759865363,0.05131208341131166,1,0.0004807022359410773,2.0798,2.0798,2.047,2.047,0.0004807022359410773,0.0004807022359410773,-1.577074718722951,0
25,52,1713960434422.0,2.0798,-0.010645666286208222,precursor,2.0491,-0.08271550512549786,-0.001183910830302226,-0.059914077952617606,0.002333378188971169,3,-0.02365649818535852,2.0798,2.0798,2.053,2.0244,-0.07096949455607557,-1.288585440907787,53,1713961466873.0,2.0243,0.0003213634108291008,surge,2.0244,-0.08271550512549786,-0.001183910830302226,-0.059914077952617606,0.002333378188971169,2,0.014344898699032917,2.0511,2.0243,2.0244,2.0244,0.028689797398065833,0.028689797398065833,-1.301740529471988,0
26,54,1713962256247.0,2.0511,-0.007282635906698476,precursor,2.0422,-0.01596923332866118,0.00044202087450484484,-0.013946416976481246,0.015706576557550367,2,-0.011375654543802871,2.0511,2.0511,2.0422,2.0318,-0.022751309087605743,-0.43391350982400323,55,1713963108706.0,2.0299,0.004817984255626651,surge,2.0318,-0.01596923332866118,0.00044202087450484484,-0.013946416976481246,0.015706576557550367,2,0.00743242270225597,2.0503,2.0299,2.0318,2.0318,0.01486484540451194,0.01486484540451194,-0.9023069794664176,0
27,56,1713964054159.0,2.0503,-0.007191970034139272,precursor,2.0325,-0.00036721699793851315,0.003746229641684584,0.0024729257947050387,0.03203801564775699,2,-0.007738412440125197,2.0503,2.0503,2.0325,2.0292,-0.015476824880250394,-0.8681656342974109,57,1713964723520.0,2.0302,0.00038440839241113964,surge,2.0292,-0.00036721699793851315,0.003746229641684584,0.0024729257947050387,0.03203801564775699,2,0.0007242276267740766,2.0304,2.0302,2.0292,2.0292,0.0014484552535481531,0.0014484552535481531,-0.05910165484635106,0
28,58,1713965500857.0,2.0304,-0.0024811811087315895,precursor,2.03,-0.01907326631752715,-0.004079671737421076,-0.018593767186729004,-0.07371220870520956,2,-0.003274796578410333,2.0304,2.0304,2.03,2.0244,-0.006549593156820666,-0.019700551615464933,59,1713965960064.0,2.0253,0.0004890894661560008,surge,2.0244,-0.01907326631752715,-0.004079671737421076,-0.018593767186729004,-0.07371220870520956,1,0.0004890894661560008,2.0253,2.0253,2.0244,2.0244,0.0004890894661560008,0.0004890894661560008,-0.04443786105762716,0
29,60,1713966032100.0,2.0253,-9.853630685285886e-06,precursor,2.0257,-0.05373429426993237,0.004146931778483687,-0.044661606558748845,0.09565479926119635,5,-0.01070295365675844,2.0253,2.0253,2.0257,2.0025,-0.0535147682837922,0.019750160470051643,61,1713967355739.0,2.0084,0.0013836133552842743,surge,2.0025,-0.05373429426993237,0.004146931778483687,-0.044661606558748845,0.09565479926119635,1,0.0013836133552842743,2.0084,2.0084,2.0025,2.0025,0.0013836133552842743,0.0013836133552842743,-0.29376618203545196,0
30,62,1713967661911.0,2.0084,-0.0026908139376913163,precursor,2.0046,-0.011254950826047438,0.000657740347231095,0.005465327221646499,0.04060992328903934,6,-0.016495819272899205,2.0084,2.0084,2.0046,1.9746,-0.09897491563739523,-0.18920533758215624,63,1713970180372.0,1.9771,0.0013301731463105204,surge,1.9746,-0.011254950826047438,0.000657740347231095,0.005465327221646499,0.04060992328903934,3,0.016137275842233244,1.987,1.9771,1.9746,1.9746,0.04841182752669973,0.04841182752669973,-0.6240563663814891,0
31,64,1713971312026.0,1.987,-0.001558019460375648,precursor,2.0179,5.082985129230736,0.004258905632985255,4.292977264370243,1.1451852346992608,13,-0.06730794578287301,1.987,1.987,2.0179,1.8802,-0.8750032951773491,1.5551082033215866,65,1713977189378.0,1.8736,0.0002358180007055788,surge,1.8802,5.082985129230736,0.004258905632985255,4.292977264370243,1.1451852346992608,2,0.001956094934942165,1.8805,1.8736,1.8802,1.8802,0.00391218986988433,0.00391218986988433,-0.015953203935121882,1
32,66,1713978152846.0,1.8805,-0.0032877116765147375,precursor,1.8704,-0.00912589454367374,0.0009156016578384385,-0.0038568512639260977,0.023952701629503803,3,-0.004392922126248678,1.8805,1.8805,1.8727,1.8698,-0.013178766378746033,-0.41478330231321614,67,1713979242554.0,1.8698,0.0004973793988662268,surge,1.8698,-0.00912589454367374,0.0009156016578384385,-0.0038568512639260977,0.023952701629503803,6,0.038496657248995675,1.9407,1.8698,1.8698,1.8698,0.23097994349397405,0.23097994349397405,-3.653320966661523,0
33,68,1713981541810.0,1.9407,-0.0033078561603883004,precursor,1.947,-0.0336779783634551,-0.0077987124584193435,-0.01235795195604561,-0.11999907330130133,2,-0.02428806729193318,1.9407,1.9407,1.947,1.899,-0.04857613458386636,0.3246251352604716,69,1713982352180.0,1.8933,0.00048697497602308016,surge,1.899,-0.0336779783634551,-0.0077987124584193435,-0.01235795195604561,-0.11999907330130133,5,0.05637231281940232,1.9998,1.8933,1.899,1.899,0.2818615640970116,0.2818615640970116,-5.0405040504050405,0
34,70,1713984144454.0,1.9998,-0.008318622266168507,precursor,2.0138,4.588632125157643,0.00016400759080381633,3.8913310171415083,1.490104946294866,4,-0.05095204473327878,1.9998,1.9998,2.0138,1.8914,-0.20380817893311512,0.7000700070006896,71,1713986017627.0,1.977,0.04847054783646689,surge,1.8914,4.588632125157643,0.00016400759080381633,3.8913310171415083,1.490104946294866,1,0.04847054783646689,1.977,1.977,1.8914,1.8914,0.04847054783646689,0.04847054783646689,-4.32979261507335,0
35,72,1713986844027.0,1.977,-0.0250494790359315,precursor,1.9549,4.936683689417198,0.0014386950163487455,4.1476882945250955,1.4510923896342232,2,-0.02862493885347013,1.977,1.977,1.9549,1.9318,-0.05724987770694026,-1.117855336368235,73,1713987544828.0,1.9602,0.020494066914426547,surge,1.9318,4.936683689417198,0.0014386950163487455,4.1476882945250955,1.4510923896342232,2,0.021195310571752314,1.9937,1.9602,1.9318,1.9318,0.04239062114350463,0.04239062114350463,-3.104780057180121,0
36,74,1713988143502.0,1.9937,-0.05533244126731033,precursor,1.9741,-0.01806967457543629,8.212897453141466e-05,-0.01039113765501698,0.006485398950690113,1,-0.05533244126731033,1.9937,1.9937,1.9741,1.9741,-0.05533244126731033,-0.9830967547775524,75,1713991815196.0,1.9599,0.13501546120858993,surge,1.9741,-0.01806967457543629,8.212897453141466e-05,-0.01039113765501698,0.006485398950690113,2,0.13571034549879465,1.9629,1.9599,1.9741,1.9741,0.2714206909975893,0.2714206909975893,0.5705843394976756,0
37,76,1713992713095.0,1.9629,-0.0023092258024044244,precursor,1.962,-0.0027959858232261547,6.248453804424958e-05,-0.0009759611414849045,0.002429656995908691,2,-0.003440867096783007,1.9629,1.9629,1.962,1.9545,-0.006881734193566014,-0.04585052728106999,77,1713993673966.0,1.9552,0.00015345478184600748,surge,1.9545,-0.0027959858232261547,6.248453804424958e-05,-0.0009759611414849045,0.002429656995908691,2,0.0004807870240717937,1.956,1.9552,1.9545,1.9545,0.0009615740481435874,0.0009615740481435874,-0.07668711656442008,0
38,78,1713994433290.0,1.956,-0.004151329243353763,precursor,1.956,-0.044231855583978796,1.996334395293342e-05,-0.032930319387858176,0.007737706942985034,2,-0.011796175107781314,1.956,1.956,1.956,1.9325,-0.02359235021556263,0.0,79,1713995303556.0,1.9331,0.00022248936018204324,surge,1.9325,-0.044231855583978796,1.996334395293342e-05,-0.032930319387858176,0.007737706942985034,1,0.00022248936018204324,1.9331,1.9331,1.9325,1.9325,0.00022248936018204324,0.00022248936018204324,-0.03103822875174248,0
39,80,1713995849774.0,1.9331,-0.0014689309187073452,precursor,1.9311,0.3861077800657806,0.00021626971362331826,0.20859334831665743,1.1648458676437001,11,-0.023131457210738584,1.9331,1.9331,1.9311,1.8886,-0.25444602931812443,-0.10346076250581976,81,1714000049348.0,1.893,0.0018429301306210454,surge,1.8886,0.3861077800657806,0.00021626971362331826,0.20859334831665743,1.1648458676437001,1,0.0018429301306210454,1.893,1.893,1.8886,1.8886,0.0018429301306210454,0.0018429301306210454,-0.23243528790279763,0
40,82,1714000349483.0,1.893,-0.0015148335680336689,precursor,1.8906,-0.005050766310771726,0.00023748024528491563,-0.003293024162205782,0.005615020052477049,2,-0.002900090591805382,1.893,1.893,1.8906,1.8861,-0.005800181183610764,-0.12678288431061585,83,1714001018843.0,1.8884,0.0019024094507744227,surge,1.8861,-0.005050766310771726,0.00023748024528491563,-0.003293024162205782,0.005615020052477049,2,0.005649143177221016,1.8942,1.8884,1.8861,1.8861,0.011298286354442032,0.011298286354442032,-0.42762115932847616,0
41,84,1714002165583.0,1.8942,-0.0057340654132517765,precursor,1.8866,-0.0015003592876386973,0.00013119258693472524,-0.0009873441031581498,0.004620402523249467,1,-0.0057340654132517765,1.8942,1.8942,1.8866,1.8866,-0.0057340654132517765,-0.4012247914686966,85,1714002573878.0,1.8872,0.00035509998723561866,surge,1.8866,-0.0015003592876386973,0.00013119258693472524,-0.0009873441031581498,0.004620402523249467,2,0.0004504692793947496,1.8875,1.8872,1.8866,1.8866,0.0009009385587894992,0.0009009385587894992,-0.047682119205292764,0
42,86,1714003369484.0,1.8875,-0.0016789396060038597,precursor,1.8882,0.004400936627380614,-0.0009208227291108706,0.010094214061913687,-0.005105171797128105,4,-0.01606307746019936,1.8875,1.8875,1.8882,1.8558,-0.06425230984079744,0.037086092715239466,87,1714005378082.0,1.8715,0.008038958460907275,surge,1.8558,0.004400936627380614,-0.0009208227291108706,0.010094214061913687,-0.005105171797128105,3,0.050441189916731834,1.9669,1.8686,1.8558,1.8558,0.1513235697501955,0.1513235697501955,-5.648482383446042,0
43,88,1714006725768.0,1.9669,-0.02078974148764582,precursor,1.9197,0.3701322593127695,0.000608725480824579,0.20161085214565355,1.2057036756637913,2,-0.025041601082881695,1.9669,1.9669,1.9197,1.9028,-0.05008320216576339,-2.3997152880166825,89,1714007722760.0,1.9033,0.00029442067762863733,surge,1.9028,0.3701322593127695,0.000608725480824579,0.20161085214565355,1.2057036756637913,4,0.006812182397872568,1.9143,1.9033,1.9028,1.9028,0.027248729591490273,0.027248729591490273,-0.6007417855090552,0
44,90,1714009565993.0,1.9143,-0.0007152119519759137,precursor,1.9153,-0.02602539979962326,0.01739686370227611,-0.0076275932798491874,0.02059388441812171,6,-0.03284306703192658,1.9143,1.9143,1.9153,1.8534,-0.1970584021915595,0.05223841613122875,91,1714011919343.0,1.8539,0.0004535818356388055,surge,1.8534,-0.02602539979962326,0.01739686370227611,-0.0076275932798491874,0.02059388441812171,1,0.0004535818356388055,1.8539,1.8539,1.8534,1.8534,0.0004535818356388055,0.0004535818356388055,-0.026970170990893085,0
45,92,1714012045388.0,1.8539,-0.00018880079900375214,precursor,1.8538,-0.0006856822469126778,-1.59105081195543e-05,0.0002918264917365354,0.0008204659839353701,6,-0.0007336675108795877,1.8539,1.8539,1.8538,1.8524,-0.004402005065277526,-0.005394034198188199,93,1714012756664.0,1.853,0.0002915137119412936,surge,1.8524,-0.0006856822469126778,-1.59105081195543e-05,0.0002918264917365354,0.0008204659839353701,1,0.0002915137119412936,1.853,1.853,1.8524,1.8524,0.0002915137119412936,0.0002915137119412936,-0.03237992444683939,0
46,94,1714012894717.0,1.853,4.317323259571682e-05,precursor,1.853,-0.029385406454034202,0.0015247753257774388,-0.0018430346309386003,0.06597796003413114,13,-0.052625298680146995,1.853,1.853,1.8533,1.758,-0.684128882841911,0.016189962223419695,95,1714018541836.0,1.7592,0.0010470790826634824,surge,1.758,-0.029385406454034202,0.0015247753257774388,-0.0018430346309386003,0.06597796003413114,1,0.0010470790826634824,1.7592,1.7592,1.758,1.758,0.0010470790826634824,0.0010470790826634824,-0.06821282401091916,0
47,96,1714018847977.0,1.7592,-0.017823309467625968,precursor,1.7415,-0.02038004079515321,-0.0032214923367341886,-0.002781229591204748,-0.035930051830697085,2,-0.0331330882400442,1.7592,1.7592,1.7415,1.7029,-0.0662661764800884,-1.006139154160985,97,1714019334255.0,1.7002,0.003609532141830252,surge,1.7029,-0.02038004079515321,-0.0032214923367341886,-0.002781229591204748,-0.035930051830697085,8,0.16349907212528852,1.7872,1.7002,1.7029,1.7029,1.3079925770023082,1.3079925770023082,-4.716875559534457,0
48,98,1714023478368.0,1.7872,-0.005798550447221995,precursor,1.7881,-0.0006489893674009872,-0.0006473924246052087,0.0017966387981035448,-0.005957564675811544,2,-0.005814180361605059,1.7872,1.7872,1.7881,1.7763,-0.011628360723210118,0.05035810205909372,99,1714024235301.0,1.7771,0.0013389371069716049,surge,1.7763,-0.0006489893674009872,-0.0006473924246052087,0.0017966387981035448,-0.005957564675811544,9,0.09701413431982123,1.959,1.7771,1.7763,1.7763,0.873127208878391,0.873127208878391,-9.326186830015319,0
49,100,1714028092729.0,1.959,-0.006109380033735279,precursor,1.9451,-0.01231851427617614,-0.0033006337966661192,-0.0032394618112645546,-0.05102645534991823,3,-0.01875805462840936,1.959,1.959,1.9451,1.927,-0.05627416388522807,-0.7095456865747842,101,1714029569562.0,1.9125,0.0018778901908594215,surge,1.927,-0.01231851427617614,-0.0033006337966661192,-0.0032394618112645546,-0.05102645534991823,3,0.019317910706015653,1.9524,1.9125,1.927,1.927,0.057953732118046955,0.057953732118046955,-1.300962917434945,0
50,102,1714030926033.0,1.9524,-0.000735517732291291,precursor,1.9559,0.41926937850022916,0.0018903327591102137,0.213563408985871,1.415304288956479,3,-0.009180840404507739,1.9524,1.9524,1.9559,1.936,-0.027542521213523217,0.1792665437410397,103,1714031436346.0,1.9367,0.000852073480403992,surge,1.936,0.41926937850022916,0.0018903327591102137,0.213563408985871,1.415304288956479,1,0.000852073480403992,1.9367,1.9367,1.936,1.936,0.000852073480403992,0.000852073480403992,-0.03614395621418624,0
51,104,1714031580447.0,1.9367,-0.00230600813744678,precursor,1.938,0.48774075108166914,0.004431388460242713,0.26610968014323844,1.526496255466038,10,-0.01362984848614328,1.9367,1.9367,1.938,1.9126,-0.1362984848614328,0.06712449011203887,105,1714032633744.0,1.9109,0.005576856327906166,surge,1.9126,0.48774075108166914,0.004431388460242713,0.26610968014323844,1.526496255466038,10,0.0250742499537172,1.9695,1.9109,1.9126,1.9126,0.250742499537172,0.250742499537172,-2.8890581365828867,0
