,Unnamed: 0,timedelta,symbol,commence,timestamp,method,y_pred,buy_cap,ask_cap,bid_vol,ask_vol,sum_change,length,hours,time,efficiency,bin
0,0,1 days 06:37:00,ADA-USD,2024-06-27 20:52:21,2024-06-27 20:52:21,KNeighborsClassifier(),1,0.0035971789041208,-4.656689893578481e-06,0.0003381855617162,-0.0005997989162074,0.0001280528201193,7,30.616666666666667,1719521541.0,0,0
1,0,1 days 04:48:00,ADA-USD,2024-06-27 22:24:21,2024-06-27 22:24:21,KNeighborsClassifier(),1,-0.0017612307398056,-2.2378771906694794e-05,-0.0001638169613541,-0.0010889004172613,-0.0028034462332856,10,28.8,1719527061.0,0,0
2,0,1 days 00:17:00,ADA-USD,2024-06-28 03:12:23,2024-06-28 03:12:23,KNeighborsClassifier(),1,0.0435633694585855,-3.960444007189423e-06,0.004148521500072,-0.0005294542670234,-0.000875287489224,9,24.28333333333333,1719544343.0,0,0
3,0,0 days 01:10:00,ADA-USD,2024-06-27 17:05:22,2024-06-27 17:05:22,KNeighborsClassifier(),1,-0.0490975164934318,13.014433446459991,211.32566039802708,62.47507813260712,-0.6443896472341697,1,1.1666666666666667,1719507922.0,1,1
4,0,0 days 11:36:00,ADA-USD,2024-06-27 14:06:01,2024-06-27 14:06:01,KNeighborsClassifier(),1,2.678001228580825,41.612716401900336,12.077084309239224,39.08316895935655,-1.2789059388704058,3,11.6,1719497161.0,0,0
5,0,1 days 02:06:00,ADA-USD,2024-06-28 01:23:36,2024-06-28 01:23:36,KNeighborsClassifier(),1,0.0027704959096933,-6.463344363050183e-07,0.0002777678503231,3.858983168336661e-05,-0.0003804150079383,8,26.1,1719537816.0,0,0
6,0,0 days 05:44:00,ADA-USD,2024-06-27 19:58:41,2024-06-27 19:58:41,KNeighborsClassifier(),1,0.0007918796669033,-2.2529714057695216e-06,8.170319286737726e-05,-0.0001476390533843,-0.0005159543364243,4,5.733333333333333,1719518321.0,0,0
7,0,0 days 03:08:00,ADA-USD,2024-06-27 22:55:02,2024-06-27 22:55:02,KNeighborsClassifier(),1,0.0026101992583921,-3.97879841163018e-06,0.0001620112160241,-0.0003917702358264,-0.0015705649614064,3,3.1333333333333333,1719528902.0,0,0
8,0,1 days 14:04:00,ADA-USD,2024-06-27 13:26:40,2024-06-27 13:26:40,KNeighborsClassifier(),1,0.0049518923332793,-1.620697405613214e-05,0.0004707911355872,-0.001732397960241,0.0011038674690388,27,38.06666666666667,1719494800.0,0,0
9,0,1 days 01:04:00,ADA-USD,2024-06-28 02:25:29,2024-06-28 02:25:29,KNeighborsClassifier(),1,0.0006450234328809,-8.09632149101347e-08,6.121145489990099e-05,-1.496053931004937e-05,-0.0005835062240663,2,25.066666666666663,1719541529.0,0,0
10,0,1 days 04:56:00,ADA-USD,2024-06-27 22:16:41,2024-06-27 22:16:41,KNeighborsClassifier(),1,-0.0045163859182315,-1.4510893886487963e-06,-0.0004586009703474,-0.000108545522892,-5.851895323722831e-05,4,28.933333333333334,1719526601.0,0,0
11,0,0 days 00:11:00,ADA-USD,2024-06-27 13:11:07,2024-06-27 13:11:07,KNeighborsClassifier(),1,-0.3027093138005221,3.134150016203777,38.89953015178985,6.986844677329893,-0.4948891463179234,1,0.1833333333333333,1719493867.0,1,1
12,0,1 days 06:45:00,ADA-USD,2024-06-27 20:44:40,2024-06-27 20:44:40,KNeighborsClassifier(),1,-0.004156866587236,9.431696393891189e-06,-0.0003617174067717,0.0013171175356752,-0.0015793934471967,14,30.75,1719521080.0,0,0
13,0,1 days 07:10:00,ADA-USD,2024-06-27 20:19:02,2024-06-27 20:19:02,KNeighborsClassifier(),1,0.0005752980308559,3.908868013380307e-06,5.630836210934742e-05,0.0005084166132542,-0.0007904912133747,6,31.166666666666668,1719519542.0,0,0
14,0,0 days 17:13:00,ADA-USD,2024-06-27 23:14:00,2024-06-27 23:14:00,KNeighborsClassifier(),1,-0.4569487360209612,0.688357389052388,-0.9341964244799574,-0.3322319789496281,-0.5492833413009961,1,17.216666666666665,1719530040.0,0,0
15,0,0 days 11:47:00,ADA-USD,2024-06-28 04:29:50,2024-06-28 04:29:50,KNeighborsClassifier(),1,-0.0004951691151171,6.208359281667519e-06,0.0008780503054324,0.0007817207443622,0.0002563061629715,5,11.783333333333331,1719548990.0,0,0
16,0,0 days 00:07:00,ADA-USD,2024-06-27 13:01:24,2024-06-27 13:01:24,KNeighborsClassifier(),1,-0.0010176550766202,1.3613818508062536e-06,-9.849181680532391e-05,0.0001776637282002,-0.0004156991720165,1,0.1166666666666666,1719493284.0,1,1
17,0,0 days 07:43:00,ADA-USD,2024-06-27 17:56:04,2024-06-27 17:56:04,KNeighborsClassifier(),1,0.0017893983007083,4.036525651729406e-06,0.0001780503483699,0.0006079747609718,-0.0024999272594276,3,7.716666666666667,1719510964.0,0,0
18,0,0 days 01:46:00,ADA-USD,2024-06-27 23:56:33,2024-06-27 23:56:33,KNeighborsClassifier(),1,0.0014666374781322,-2.888564724079501e-06,0.0001283537652716,-0.0002522872406931,-2.427022531586997e-05,14,1.7666666666666666,1719532593.0,1,1
19,0,0 days 01:38:00,ADA-USD,2024-06-28 00:04:16,2024-06-28 00:04:16,KNeighborsClassifier(),1,0.0038553145862452,-1.146521045636284e-05,0.0003681663057274,-0.0013544566773309,-0.0001014769045409,19,1.6333333333333333,1719533056.0,1,1
20,0,1 days 06:14:00,ADA-USD,2024-06-27 21:15:21,2024-06-27 21:15:21,KNeighborsClassifier(),1,0.0022313251729084,1.0017585868160594e-05,0.0002383571869634,0.0012062577892861,0.0002303490081013,3,30.23333333333333,1719522921.0,0,0
21,0,1 days 05:06:00,ADA-USD,2024-06-27 22:06:01,2024-06-27 22:06:01,KNeighborsClassifier(),1,44.55118857589075,512.4311664439491,157.3665215875437,43.1461115004032,-0.534952781525976,1,29.1,1719525961.0,0,0
22,0,1 days 06:30:00,ADA-USD,2024-06-27 21:00:00,2024-06-27 21:00:00,KNeighborsClassifier(),1,0.0028567593301421,-3.4364134756659226e-06,0.0003099854582758,-0.0005590968060428,-0.0003185190454436,14,30.5,1719522000.0,0,0
23,0,1 days 06:49:00,ADA-USD,2024-06-27 20:40:24,2024-06-27 20:40:24,KNeighborsClassifier(),1,2.076504670556443,-0.6989931014895083,173.6329310515118,21.719623146397048,-0.4441268427692402,1,30.816666666666663,1719520824.0,0,0
